,0,1
141,70507050.70252703,2.1416645359058735e-11
142,71007100.7075095,2.2977181776977896e-11
143,71507150.71249197,2.2617979762686576e-11
144,72007200.71747445,2.2118211627741365e-11
145,72507250.72245692,2.2189253830469206e-11
146,73007300.72743939,2.2606180123045292e-11
147,73507350.73242185,2.094954354277426e-11
148,74007400.7374043,2.1797609564304454e-11
149,74507450.74238677,2.1247738895907674e-11
150,75007500.74736924,2.1514954464196746e-11
151,75507550.75235172,2.0819133943413854e-11
152,76007600.75733419,2.1925319455260584e-11
153,76507650.7623166,2.2571656461157876e-11
154,77007700.76729907,2.1846739699772822e-11
155,77507750.77228154,2.0765816534800925e-11
156,78007800.77726401,2.3387422512698955e-11
157,78507850.78224647,2.1121962342312242e-11
158,79007900.78722894,2.1849872674233054e-11
159,79507950.79221141,2.3319548440366502e-11
160,80008000.79719388,2.1143193795143532e-11
161,80508050.80217636,2.188655073702205e-11
162,81008100.80715883,2.0453506368572348e-11
163,81508150.81214128,2.1725226644353586e-11
164,82008200.81712353,2.1821770971870806e-11
165,82508250.822106,2.2152522860965962e-11
166,83008300.82708848,2.1775994236144823e-11
167,83508350.83207095,2.179070146160282e-11
168,84008400.83705342,2.0244300587230826e-11
169,84508450.84203589,1.9432562563529656e-11
170,85008500.84701833,1.9397441846055218e-11
171,85508550.8520008,2.1914418648819986e-11
172,86008600.85698327,2.1440929233810247e-11
173,86508650.86196575,2.222087746638602e-11
174,87008700.86694817,2.1288862230960172e-11
175,87508750.87193064,2.0070569485027395e-11
176,88008800.87691312,2.1347080318067483e-11
177,88508850.88189559,2.151340793445745e-11
178,89008900.88687806,2.010398422950877e-11
179,89508950.89186054,1.9490478793571747e-11
180,90009000.89684297,1.9336180612630463e-11
181,90509050.90182547,2.0119720170814642e-11
182,91009100.90680791,1.722459836276745e-11
183,91509150.91179042,1.921452774594656e-11
184,92009200.91677286,2.0763582658409008e-11
185,92509250.92175536,2.304102211912143e-11
186,93009300.92673779,2.2252949723966457e-11
187,93509350.9317202,2.2484520993363932e-11
188,94009400.93670271,2.0190469777721202e-11
189,94509450.94168514,1.8706301615061844e-11
190,95009500.94666766,2.1345071472384647e-11
191,95509550.95165008,2.2147888671775213e-11
192,96009600.9566326,1.7897736016508783e-11
193,96509650.96161501,1.8708467047809217e-11
194,97009700.96659751,1.976714822339217e-11
195,97509750.97157995,1.7457898027360933e-11
196,98009800.97656246,1.9851818905960274e-11
197,98509850.98154488,2.1245492801127615e-11
198,99009900.9865274,2.0471974706044323e-11
199,99509950.99150978,2.2384269714870508e-11
200,100010000.99649231,2.2714056659558798e-11
201,100510051.00147471,1.9114444783849123e-11
202,101010101.00645724,1.832058679743623e-11
203,101510151.01143962,1.940009390368858e-11
204,102010201.01642218,2.3213943039191e-11
205,102510251.02140456,2.262027323797432e-11
206,103010301.02638713,2.0694940566204852e-11
207,103510351.0313695,1.8768894784409428e-11
208,104010401.03635207,1.8417366352460345e-11
209,104510451.04133424,2.2468076338778572e-11
210,105010501.04631701,2.0780348521463562e-11
211,105510551.05129918,2.11357332687881e-11
212,106010601.05628176,1.9712002431597002e-11
213,106510651.06126413,2.2587928697047323e-11
214,107010701.0662467,2.184568479898082e-11
215,107510751.07122907,2.0879432722421863e-11
216,108010801.07621165,1.9584811010251812e-11
217,108510851.081194,1.959818154089742e-11
218,109010901.08617657,1.9260413970934828e-11
219,109510951.09115894,2.123778337497111e-11
220,110011001.09614152,2.1382335773222266e-11
221,110511051.10112385,2.174927542677097e-11
222,111011101.10610642,2.0576248155992554e-11
223,111511151.11108877,2.1085676688492884e-11
224,112011201.11607136,2.0525375927070366e-11
225,112511251.12105371,1.9237054944558597e-11
226,113011301.1260363,1.921769528619518e-11
227,113511351.13101865,2.2799998204636257e-11
228,114011401.13600124,2.338122526466015e-11
229,114511451.1409836,2.0480745769772188e-11
230,115011501.14596619,2.0715875409122653e-11
231,115511551.15094854,2.1521571943900288e-11
232,116011601.15593109,1.9928675613289846e-11
233,116511651.16091347,1.8835250864548953e-11
234,117011701.1658958,2.080988904257883e-11
235,117511751.1708784,2.0101667339693577e-11
236,118011801.17586075,1.8972102363485503e-11
237,118511851.18084334,2.0232477840070855e-11
238,119011901.18582569,2.180292282667701e-11
239,119511951.19080828,2.2444579142823992e-11
240,120012001.19579062,2.1095583064771544e-11
241,120512051.20077322,2.095453456361621e-11
242,121012101.20575556,1.828858293435595e-11
243,121512151.21073817,1.8650542287117422e-11
244,122012201.2157205,2.0502591549576317e-11
245,122512251.22070311,2.1359591628232196e-11
246,123012301.22568539,1.9277298725458756e-11
247,123512351.230668,1.8464383775464134e-11
248,124012401.23565033,2.011502680594855e-11
249,124512451.24063294,1.957895962277002e-11
250,125012501.24561526,1.953073758445795e-11
251,125512551.25059788,1.902639188928862e-11
252,126012601.2555802,1.944954622261758e-11
253,126512651.26056282,2.059690555256636e-11
254,127012701.26554514,1.9283724888283832e-11
255,127512751.27052777,1.9368815377499147e-11
256,128012801.27550991,1.888521631426493e-11
257,128512851.28049253,1.8800297765034807e-11
258,129012901.28547485,2.1948098125331653e-11
259,129512951.29045747,2.1721519375232108e-11
260,130013001.2954398,2.082339483331932e-11
261,130513051.30042244,2.296710402753504e-11
262,131013101.30540474,2.1370377664419787e-11
263,131513151.31038736,1.8157015371378757e-11
264,132013201.31536967,1.9909338324464624e-11
265,132513251.3203523,2.0488145010963116e-11
266,133013301.32533461,2.2526392121864943e-11
267,133513351.33031721,2.0171124551686312e-11
268,134013401.3352995,1.9494489205355606e-11
269,134513451.34028214,1.9282902444638778e-11
270,135013501.34526446,2.0477447868192256e-11
271,135513551.35024709,1.7470893730084802e-11
272,136013601.3552294,1.832380528279727e-11
273,136513651.36021203,1.992060552992159e-11
274,137013701.36519435,2.063773403378514e-11
275,137513751.37017697,1.8707702230362777e-11
276,138013801.3751593,1.784472483390395e-11
277,138513851.3801419,2.138880880325909e-11
278,139013901.3851242,2.2082724587066907e-11
279,139513951.3901065,2.240529468137316e-11
280,140014001.39508915,2.2030720514755612e-11
281,140514051.40007144,2.2202344273221227e-11
282,141014101.40505406,1.9941839838913003e-11
283,141514151.41003639,1.8442527339155236e-11
284,142014201.415019,2.112601815190023e-11
285,142514251.42000133,2.384973040965025e-11
286,143014301.42498395,2.071847285524975e-11
287,143514351.42996624,2.0159109810334427e-11
288,144014401.4349489,2.0563273419169814e-11
289,144514451.43993118,1.7840127602324548e-11
290,145014501.44491383,2.1579770397680393e-11
291,145514551.44989613,2.00784517065298e-11
292,146014601.45487878,2.0667143850220355e-11
293,146514651.45986104,2.2621768760483232e-11
294,147014701.4648437,2.072943139546139e-11
295,147514751.46982598,1.8818008028778838e-11
296,148014801.4748086,1.808813591217099e-11
297,148514851.4797909,1.9371981962002318e-11
298,149014901.48477355,1.7774099674602966e-11
299,149514951.48975584,2.06321969813555e-11
300,150015001.4947385,2.155392533950982e-11
301,150515051.49972078,2.2382420786135128e-11
302,151015101.50470343,1.993252515285233e-11
303,151515151.5096856,1.9582109932060398e-11
304,152015201.51466838,2.0816841414292758e-11
305,152515251.51965055,1.991709003540205e-11
306,153015301.5246332,2.023734476458028e-11
307,153515351.52961546,2.0216964986379458e-11
308,154015401.53459814,2.284666377424382e-11
309,154515451.5395804,2.258860861088855e-11
310,155015501.54456308,2.091867631257627e-11
311,155515551.54954535,5.2063159803187296e-11
312,156015601.55452803,2.1100949733968895e-10
313,156515651.55951026,2.0198506697751552e-10
314,157015701.56449294,4.356140723602734e-11
315,157515751.5694752,2.2626060476000545e-11
316,158015801.57445788,1.892282398818671e-11
317,158515851.57944015,1.89920887655204e-11
318,159015901.58442283,2.2338184378908558e-11
319,159515951.5894051,2.1259324842485913e-11
320,160016001.59438777,2.1992771616900373e-11
321,160516051.59937003,2.3012397116587896e-11
322,161016101.6043527,2.0897466584346607e-11
323,161516151.60933498,2.1973449434293545e-11
324,162016201.61431766,1.915722566365565e-11
325,162516251.6192999,1.809475080195002e-11
326,163016301.62428257,2.0644944963631826e-11
327,163516351.62926483,2.2031708801427906e-11
328,164016401.63424706,1.930125736801204e-11
329,164516451.63922974,1.8883932411281857e-11
330,165016501.644212,1.9626922750817213e-11
331,165516551.6491947,1.9941786228950515e-11
332,166016601.65417695,2.2150045605383197e-11
333,166516651.65915963,2.1517313223634247e-11
334,167016701.6641419,1.974044133985064e-11
335,167516751.66912457,2.0321781353845204e-11
336,168016801.67410684,1.9191840425198335e-11
337,168516851.67908952,1.73680427432338e-11
338,169016901.68407178,1.6874521842760935e-11
339,169516951.68905443,1.9292340297790845e-11
340,170017001.69403666,2.2192852982104033e-11
341,170517051.69901937,2.201234390365536e-11
342,171017101.7040016,1.9913704527323512e-11
343,171517151.70898432,1.9077736903909342e-11
344,172017201.71396655,2.032469390542082e-11
345,172517251.71894923,2.0753307646463852e-11
346,173017301.7239315,2.2072530646964286e-11
347,173517351.72891417,1.9020462296495473e-11
348,174017401.73389634,1.954484793186429e-11
349,174517451.7388791,1.8966633729354228e-11
350,175017501.7438613,2.163474572269467e-11
351,175517551.74884397,2.185327344879049e-11
352,176017601.75382623,1.7871884850701336e-11
353,176517651.7588089,1.930701415945416e-11
354,177017701.76379117,1.757419246041689e-11
355,177517751.76877385,1.9085909574969715e-11
356,178017801.77375612,1.8003249199471365e-11
357,178517851.77873874,1.7984215815461572e-11
358,179017901.7837211,1.944801602637171e-11
359,179517951.78870374,2.0538934500581307e-11
360,180018001.79368594,1.9999877103952484e-11
361,180518051.7986686,1.8885513336557186e-11
362,181018101.80365095,2.0179907210337735e-11
363,181518151.80863357,2.2263180981357443e-11
364,182018201.81361583,2.1513736366152464e-11
365,182518251.81859848,2.0347581419205314e-11
366,183018301.82358083,1.7943150338312057e-11
367,183518351.82856345,1.8555151000762736e-11
368,184018401.8335457,1.7140851796135906e-11
369,184518451.83852836,1.9752806995658815e-11
370,185018501.84351072,1.974377670812061e-11
371,185518551.84849334,2.0932808210807032e-11
372,186018601.85347557,2.0602432805604027e-11
373,186518651.8584578,1.950432783303263e-11
374,187018701.8634404,1.9206829967669506e-11
375,187518751.8684228,2.0209993344761667e-11
376,188018801.87340543,1.863649335431895e-11
377,188518851.8783877,1.93565368114609e-11
378,189018901.88337028,2.0023877198418632e-11
379,189518951.8883527,1.9799852027570215e-11
380,190019001.8933353,2.0169723510601717e-11
381,190519051.89831758,1.8804421261862223e-11
382,191019101.90330017,1.7342900655528756e-11
383,191519151.90828258,1.7531003289286894e-11
384,192019201.9132652,2.1349497780710097e-11
385,192519251.9182474,2.1784128525026844e-11
386,193019301.92323002,2.1266897811573747e-11
387,193519351.92821243,1.8865135341877555e-11
388,194019401.93319502,1.7423304268745217e-11
389,194519451.9381773,1.8932267580063538e-11
390,195019501.9431599,1.988004491342729e-11
391,195519551.94814232,2.1037322737302396e-11
392,196019601.9531249,2.1499939276254556e-11
393,196519651.95810714,2.2124408344870418e-11
394,197019701.96308976,2.035599331567192e-11
395,197519751.96807212,2.1590137887491722e-11
396,198019801.9730548,1.9269992769991287e-11
397,198519851.97803697,1.959905473773779e-11
398,199019901.98301956,1.968826313547443e-11
399,199519951.988002,1.8955164100048033e-11
400,200020001.99298462,1.9428312936562824e-11
401,200520051.99796686,1.8074017687667304e-11
402,201020102.00294942,2.0225617902844475e-11
403,201520152.0079319,2.087175611851791e-11
404,202020202.01291448,2.0321323340026826e-11
405,202520252.01789668,1.81871226631957e-11
406,203020302.02287924,1.59786427251125e-11
407,203520352.02786174,1.8526875756657425e-11
408,204020402.03284436,2.0833978771287543e-11
409,204520452.03782657,2.24610322383075e-11
410,205020502.04280913,2.187756904800451e-11
411,205520552.04779166,2.0416801296905247e-11
412,206020602.05277425,1.9306517864556938e-11
413,206520652.05775645,1.898294848593816e-11
414,207020702.062739,1.9612895329091717e-11
415,207520752.06772155,1.9511816594229347e-11
416,208020802.07270414,2.0335991910643385e-11
417,208520852.07768634,2.0861233892901557e-11
418,209020902.08266848,2.2109046052153903e-11
419,209520952.08765107,1.8728961066053287e-11
420,210021002.09263402,1.963518907215482e-11
421,210521052.09761617,2.1325714215425296e-11
422,211021102.10259837,2.1160315727848934e-11
423,211521152.10758096,2.0165872773328478e-11
424,212021202.11256352,2.0162686777012478e-11
425,212521252.11754605,2.2001319964549227e-11
426,213021302.12252825,2.173822477098986e-11
427,213521352.12751085,2.1743115831003918e-11
428,214021402.1324934,2.0930433674646004e-11
429,214521452.13747594,2.0792513207271192e-11
430,215021502.14245814,2.041947119879795e-11
431,215521552.14744067,2.101726052332836e-11
432,216021602.1524233,2.0766819120010083e-11
433,216521652.15740582,2.119801158074763e-11
434,217021702.162388,2.0680071239087194e-11
435,217521752.16737056,1.9680161341344723e-11
436,218021802.17235315,2.1895041417393786e-11
437,218521852.1773357,2.0735313320721995e-11
438,219021902.18231788,2.0411695623639504e-11
439,219521952.18730044,2.0350431117177067e-11
440,220022002.19228303,2.0726074772518858e-11
441,220522052.19726554,2.0081316208142993e-11
442,221022102.2022477,2.0691184797278292e-11
443,221522152.2072303,2.0296832243006365e-11
444,222022202.21221283,1.9832896175857482e-11
445,222522252.21719536,1.9891786981401167e-11
446,223022302.22217754,1.771729710499428e-11
447,223522352.22716007,1.966206514520229e-11
448,224022402.23214272,1.722490111606375e-11
449,224522452.23712525,1.8920767090906895e-11
450,225022502.24210742,1.9172602759064667e-11
451,225522552.24708995,1.7759621232694866e-11
452,226022602.2520726,1.94889435282643e-11
453,226522652.2570551,2.2587594090839527e-11
454,227022702.2620373,2.203082038533546e-11
455,227522752.2670198,1.824460139919781e-11
456,228022802.2720025,1.81333797004022e-11
457,228522852.276985,1.612163246295504e-11
458,229022902.2819672,1.7922596360911297e-11
459,229522952.2869497,2.0144312900080194e-11
460,230023002.29193237,1.9969834287225066e-11
461,230523052.29691488,1.8283105463314275e-11
462,231023102.30189708,2.2571974401692407e-11
463,231523152.30687958,1.9996831297761602e-11
464,232023202.31186217,2.0609754154298217e-11
465,232523252.31684476,1.8546795092472118e-11
466,233023302.32182693,1.9532675217718877e-11
467,233523352.3268091,1.915289746206999e-11
468,234023402.3317916,1.870728794137735e-11
469,234523452.3367743,1.6561016750561487e-11
470,235023502.3417568,1.807897827418926e-11
471,235523552.346739,2.2156980292117427e-11
472,236023602.3517215,2.146745896023177e-11
473,236523652.35670418,1.906519162323647e-11
474,237023702.36168668,1.8706993941599597e-11
475,237523752.36666888,1.7795742170424258e-11
476,238023802.37165138,1.7913911618720305e-11
477,238523852.37663406,2.0696951922919535e-11
478,239023902.38161656,2.3710611301084798e-11
479,239523952.38659874,2.2537044712447754e-11
480,240024002.39158124,1.937574432085532e-11
481,240524052.39656395,2.009566174691619e-11
482,241024102.40154645,1.854079199431405e-11
483,241524152.40652862,1.9409522221958142e-11
484,242024202.41151112,1.9929048930561557e-11
485,242524252.41649383,1.9194377422431045e-11
486,243024302.42147633,1.8739501531025814e-11
487,243524352.4264585,1.989030741709476e-11
488,244024402.431441,1.833437696222573e-11
489,244524452.4364236,1.8128596492628303e-11
490,245024502.44140622,2.0688393777884963e-11
491,245524552.44638827,1.960292248115253e-11
492,246024602.45137078,1.7953690107655648e-11
493,246524652.45635355,1.7961960527519397e-11
494,247024702.461336,1.7290717726367187e-11
495,247524752.46631816,1.8245117368584728e-11
496,248024802.47130066,2.003168349899521e-11
497,248524852.47628343,2.014815074500748e-11
498,249024902.48126587,1.9462614133729853e-11
499,249524952.48624805,1.9075467210486822e-11
500,250025002.49123052,1.8270884457669974e-11
501,250525052.49621326,1.7402785199124812e-11
502,251025102.50119576,1.8647680383481656e-11
503,251525152.50617793,1.843565405905284e-11
504,252025202.5111604,1.779649938712562e-11
505,252525252.51614314,2.086383359624663e-11
506,253025302.52112564,1.9718858517125974e-11
507,253525352.52610782,2.062534748056329e-11
508,254025402.5310903,1.9912806156717668e-11
509,254525452.5360731,1.7528325394828608e-11
510,255025502.54105553,1.8472595579667637e-11
511,255525552.54603767,1.9401667594648302e-11
512,256025602.55101982,1.881830174248762e-11
513,256525652.5560029,1.8738209043866995e-11
514,257025702.56098506,1.6861128498692883e-11
515,257525752.56596753,1.9623052981398974e-11
516,258025802.5709497,1.9235096640926744e-11
517,258525852.57593215,2.021648230387406e-11
518,259025902.58091494,2.2164456075631674e-11
519,259525952.58589742,1.9751709759660926e-11
520,260026002.5908796,1.9509194047618822e-11
521,260526052.59586203,2.0281300889264712e-11
522,261026102.6008449,1.9221125390882136e-11
523,261526152.6058273,1.736863544127799e-11
524,262026202.61080948,1.64539215049353e-11
525,262526252.61579192,1.7618588689710254e-11
526,263026302.62077472,2.068799402263427e-11
527,263526352.6257572,1.8025312952027367e-11
528,264026402.63073933,1.8371154305084444e-11
529,264526452.63572177,1.6779499535434922e-11
530,265026502.6407046,1.583819785428254e-11
531,265526552.64568707,1.8469315185463274e-11
532,266026602.65066922,2.0261808131414907e-11
533,266526652.65565166,1.974223593219166e-11
534,267026702.66063443,1.6795798234938526e-11
535,267526752.66561696,1.897478150386048e-11
536,268026802.670599,1.7246829257407967e-11
537,268526852.6755816,1.835949084156008e-11
538,269026902.6805643,1.9431552369193415e-11
539,269526952.68554676,1.636965804933377e-11
540,270027002.6905289,1.7607644380606145e-11
541,270527052.69551134,1.8384866278184805e-11
542,271027102.70049417,1.7943189847188493e-11
543,271527152.70547664,1.8758845882068958e-11
544,272027202.7104588,1.731107504208375e-11
545,272527252.7154412,1.863213146411537e-11
546,273027302.72042406,1.7737654979089945e-11
547,273527352.72540647,1.8157259565819162e-11
548,274027402.7303887,1.6313579361247136e-11
549,274527452.7353711,1.7502659005571748e-11
550,275027502.74035394,1.5420700747178253e-11
551,275527552.74533635,1.732935911882842e-11
552,276027602.7503186,1.7317883243164718e-11
553,276527652.755301,1.7741468503003295e-11
554,277027702.7602838,1.7678510181973553e-11
555,277527752.76526624,1.688287293203216e-11
556,278027802.7702484,1.5978307689390984e-11
557,278527852.7752306,1.5944445602727395e-11
558,279027902.780213,1.7427303470390455e-11
559,279527952.7851961,1.747539007232889e-11
560,280028002.7901783,1.8490512194924908e-11
561,280528052.7951605,1.958327071955701e-11
562,281028102.8001429,2.066796964050551e-11
563,281528152.8051257,2.0347581038367133e-11
564,282028202.8101081,1.707142300681277e-11
565,282528252.81509036,1.6929969459287817e-11
566,283028302.82007277,1.7657389269251602e-11
567,283528352.8250556,1.8493369600658503e-11
568,284028402.830038,1.7756118556168323e-11
569,284528452.83502024,1.9903273193219403e-11
570,285028502.84000266,1.922766980731165e-11
571,285528552.8449855,1.8677132837336832e-11
572,286028602.8499679,1.9662544323524727e-11
573,286528652.85495013,1.9489754813131967e-11
574,287028702.8599325,1.887367657913622e-11
575,287528752.8649154,1.7783858442802706e-11
576,288028802.8698978,1.69213287484591e-11
577,288528852.87487996,1.8726596792730077e-11
578,289028902.87986237,1.819481418160627e-11
579,289528952.8848452,1.682007541496896e-11
580,290029002.88982767,1.948808332590875e-11
581,290529052.8948098,1.9018742310972525e-11
582,291029102.89979225,1.708860397902833e-11
583,291529152.9047751,1.6156942648534937e-11
584,292029202.90975755,1.6878989326820703e-11
585,292529252.91473967,1.477155315818018e-11
586,293029302.9197221,1.5116905975976254e-11
587,293529352.92470497,1.5420268599642458e-11
588,294029402.9296874,1.7405741080345024e-11
589,294529452.93466955,1.6317995759086724e-11
590,295029502.93965197,1.5181857502537715e-11
591,295529552.94463485,1.369039883324505e-11
592,296029602.9496172,1.624278708165681e-11
593,296529652.95459944,1.697303037165478e-11
594,297029702.9595818,1.721990482325075e-11
595,297529752.96456474,1.5908942829508282e-11
596,298029802.9695471,1.6447870279083566e-11
597,298529852.9745293,1.5748766739219683e-11
598,299029902.9795117,1.8318766131692194e-11
599,299529952.9844946,1.8806206052119763e-11
600,300030002.989477,1.967484181038799e-11
601,300530052.9944592,1.7220511888936725e-11
602,301030102.99944156,1.8634646837935403e-11
603,301530153.0044245,2.0204748931609108e-11
604,302030203.00940686,2.0156186854451972e-11
605,302530253.01438904,1.939230357292827e-11
606,303030303.0193712,1.7082529777961663e-11
607,303530353.02435356,1.752658315666608e-11
608,304030403.02933675,1.805031942193784e-11
609,304530453.03431886,1.7361412988115567e-11
610,305030503.0393011,1.6773467864356916e-11
611,305530553.04428345,1.6096709403721807e-11
612,306030603.0492664,1.6660432846943083e-11
613,306530653.05424875,1.6155986407875608e-11
614,307030703.0592309,1.487494215155503e-11
615,307530753.0642133,1.9831469714156556e-11
616,308030803.0691963,2.186043054834779e-11
617,308530853.07417864,2.0210921541104966e-11
618,309030903.0791608,1.8373566100930114e-11
619,309530953.08414316,1.6914970835385778e-11
620,310031003.08912617,2.084823687766182e-11
621,310531053.0941085,2.2927678758308543e-11
622,311031103.0990907,1.9495372172386224e-11
623,311531153.10407305,1.7531577454212434e-11
624,312031203.10905606,1.0456064053494022e-10
625,312531253.1140384,1.8761322352956795e-10
626,313031303.1190205,8.501978412627381e-11
627,313531353.12400293,2.0539137236157177e-11
628,314031403.1289859,1.8003130355665352e-11
629,314531453.1339683,1.6328683168886935e-11
630,315031503.1389504,1.8497726904013103e-11
631,315531553.1439328,1.8301737241551623e-11
632,316031603.14891577,1.725286008979614e-11
633,316531653.1538981,1.627307451052759e-11
634,317031703.1588803,1.623172514738752e-11
635,317531753.16386265,1.7538955544216833e-11
636,318031803.16884565,1.8431393135246832e-11
637,318531853.173828,1.859754531322644e-11
638,319031903.1788102,1.898798913623207e-11
639,319531953.1837925,1.8460917625741644e-11
640,320032003.18877554,1.6166986641882497e-11
641,320532053.1937579,1.639754104802808e-11
642,321032103.19874007,1.7013121530753558e-11
643,321532153.20372236,1.7966881346987426e-11
644,322032203.2087054,1.7289849907196665e-11
645,322532253.2136878,1.7579428117714417e-11
